Id,Date,TotalSteps,TotalDistance,Calories
1503960366,4/12/2016,13162,8.5,1985
1503960366,4/13/2016,10735,6.96999979,1797
1503960366,4/14/2016,10460,6.739999771,1776
1503960366,4/15/2016,9762,6.28000021,1745
1503960366,4/16/2016,12669,8.159999847,1863
1503960366,4/17/2016,9705,6.480000019,1728
1503960366,4/18/2016,13019,8.590000153,1921
1503960366,4/19/2016,15506,9.880000114,2035
1503960366,4/20/2016,10544,6.679999828,1786
1503960366,4/21/2016,9819,6.340000153,1775
1503960366,4/22/2016,12764,8.130000114,1827
1503960366,4/23/2016,14371,9.039999962,1949
1503960366,4/24/2016,10039,6.409999847,1788
1503960366,4/25/2016,15355,9.800000191,2013
1503960366,4/26/2016,13755,8.789999962,1970
1503960366,4/27/2016,18134,12.21000004,2159
1503960366,4/28/2016,13154,8.529999733,1898
1503960366,4/29/2016,11181,7.150000095,1837
1503960366,4/30/2016,14673,9.25,1947
1503960366,5/1/2016,10602,6.809999943,1820
1503960366,5/2/2016,14727,9.710000038,2004
1503960366,5/3/2016,15103,9.659999847,1990
1503960366,5/4/2016,11100,7.150000095,1819
1503960366,5/5/2016,14070,8.899999619,1959
1503960366,5/6/2016,12159,8.029999733,1896
1503960366,5/7/2016,11992,7.710000038,1821
1503960366,5/8/2016,10060,6.579999924,1740
1503960366,5/9/2016,12022,7.71999979,1819
1503960366,5/10/2016,12207,7.769999981,1859
1503960366,5/11/2016,12770,8.130000114,1783
1503960366,5/12/2016,0,0,0
1624580081,4/12/2016,8163,5.309999943,1432
1624580081,4/13/2016,7007,4.550000191,1411
1624580081,4/14/2016,9107,5.920000076,1572
1624580081,4/15/2016,1510,0.980000019,1344
1624580081,4/16/2016,5370,3.49000001,1463
1624580081,4/17/2016,6175,4.059999943,1554
1624580081,4/18/2016,10536,7.409999847,1604
1624580081,4/19/2016,2916,1.899999976,1435
1624580081,4/20/2016,4974,3.230000019,1446
1624580081,4/21/2016,6349,4.130000114,1467
1624580081,4/22/2016,4026,2.619999886,1470
1624580081,4/23/2016,8538,5.550000191,1562
1624580081,4/24/2016,6076,3.950000048,1617
1624580081,4/25/2016,6497,4.21999979,1492
1624580081,4/26/2016,2826,1.840000033,1402
1624580081,4/27/2016,8367,5.440000057,1670
1624580081,4/28/2016,2759,1.789999962,1401
1624580081,4/29/2016,2390,1.549999952,1404
1624580081,4/30/2016,6474,4.300000191,1655
1624580081,5/1/2016,36019,28.03000069,2690
1624580081,5/2/2016,7155,4.929999828,1497
1624580081,5/3/2016,2100,1.370000005,1334
1624580081,5/4/2016,2193,1.429999948,1368
1624580081,5/5/2016,2470,1.610000014,1370
1624580081,5/6/2016,1727,1.120000005,1341
1624580081,5/7/2016,2104,1.370000005,1474
1624580081,5/8/2016,3427,2.230000019,1427
1624580081,5/9/2016,1732,1.129999995,1328
1624580081,5/10/2016,2969,1.929999948,1393
1624580081,5/11/2016,3134,2.039999962,1359
1624580081,5/12/2016,2971,1.929999948,1002
1644430081,4/12/2016,10694,7.769999981,3199
1644430081,4/13/2016,8001,5.820000172,2902
1644430081,4/14/2016,11037,8.020000458,3226
1644430081,4/15/2016,5263,3.829999924,2750
1644430081,4/16/2016,15300,11.11999989,3493
1644430081,4/17/2016,8757,6.369999886,3011
1644430081,4/18/2016,7132,5.190000057,2806
1644430081,4/19/2016,11256,8.180000305,3300
1644430081,4/20/2016,2436,1.769999981,2430
1644430081,4/21/2016,1223,0.889999986,2140
1644430081,4/22/2016,3673,2.670000076,2344
1644430081,4/23/2016,6637,4.829999924,2677
1644430081,4/24/2016,3321,2.410000086,2413
1644430081,4/25/2016,3580,2.599999905,2497
1644430081,4/26/2016,9919,7.210000038,3123
1644430081,4/27/2016,3032,2.200000048,2489
1644430081,4/28/2016,9405,6.840000153,3108
1644430081,4/29/2016,3176,2.309999943,2498
1644430081,4/30/2016,18213,13.23999977,3846
1644430081,5/1/2016,6132,4.460000038,2696
1644430081,5/2/2016,3758,2.730000019,2580
1644430081,5/3/2016,12850,9.340000153,3324
1644430081,5/4/2016,2309,1.679999948,2222
1644430081,5/5/2016,4363,3.190000057,2463
1644430081,5/6/2016,9787,7.119999886,3328
1644430081,5/7/2016,13372,9.720000267,3404
1644430081,5/8/2016,6724,4.889999866,2987
1644430081,5/9/2016,6643,4.829999924,3008
1644430081,5/10/2016,9167,6.659999847,2799
1644430081,5/11/2016,1329,0.970000029,1276
1844505072,4/12/2016,6697,4.429999828,2030
1844505072,4/13/2016,4929,3.25999999,1860
1844505072,4/14/2016,7937,5.25,2130
1844505072,4/15/2016,3844,2.539999962,1725
1844505072,4/16/2016,3414,2.25999999,1657
1844505072,4/17/2016,4525,2.99000001,1793
1844505072,4/18/2016,4597,3.039999962,1814
1844505072,4/19/2016,197,0.129999995,1366
1844505072,4/20/2016,8,0.01,1349
1844505072,4/21/2016,8054,5.320000172,2062
1844505072,4/22/2016,5372,3.549999952,1827
1844505072,4/23/2016,3570,2.359999895,1645
1844505072,4/24/2016,0,0,1347
1844505072,4/25/2016,0,0,1347
1844505072,4/26/2016,0,0,1347
1844505072,4/27/2016,4,0,1348
1844505072,4/28/2016,6907,4.570000172,1992
1844505072,4/29/2016,4920,3.25,1856
1844505072,4/30/2016,4014,2.670000076,1763
1844505072,5/1/2016,2573,1.700000048,1541
1844505072,5/2/2016,0,0,1348
1844505072,5/3/2016,4059,2.680000067,1742
1844505072,5/4/2016,2080,1.370000005,1549
1844505072,5/5/2016,2237,1.480000019,1589
1844505072,5/6/2016,44,0.029999999,1351
1844505072,5/7/2016,0,0,1347
1844505072,5/8/2016,0,0,1347
1844505072,5/9/2016,0,0,1347
1844505072,5/10/2016,0,0,1347
1844505072,5/11/2016,0,0,1347
1844505072,5/12/2016,0,0,665
1927972279,4/12/2016,678,0.469999999,2220
1927972279,4/13/2016,356,0.25,2151
1927972279,4/14/2016,2163,1.5,2383
1927972279,4/15/2016,980,0.680000007,2221
1927972279,4/16/2016,0,0,2064
1927972279,4/17/2016,0,0,2063
1927972279,4/18/2016,244,0.170000002,2111
1927972279,4/19/2016,0,0,2063
1927972279,4/20/2016,0,0,2063
1927972279,4/21/2016,0,0,2064
1927972279,4/22/2016,149,0.100000001,2093
1927972279,4/23/2016,2945,2.039999962,2499
1927972279,4/24/2016,2090,1.450000048,2324
1927972279,4/25/2016,152,0.109999999,2100
1927972279,4/26/2016,3761,2.599999905,2638
1927972279,4/27/2016,0,0,2063
1927972279,4/28/2016,1675,1.159999967,2351
1927972279,4/29/2016,0,0,2063
1927972279,4/30/2016,0,0,2064
1927972279,5/1/2016,2704,1.870000005,2411
1927972279,5/2/2016,3790,2.619999886,2505
1927972279,5/3/2016,1326,0.920000017,2195
1927972279,5/4/2016,1786,1.24000001,2338
1927972279,5/5/2016,0,0,2063
1927972279,5/6/2016,2091,1.450000048,2383
1927972279,5/7/2016,1510,1.039999962,2229
1927972279,5/8/2016,0,0,2063
1927972279,5/9/2016,0,0,2063
1927972279,5/10/2016,0,0,2063
1927972279,5/11/2016,0,0,2063
1927972279,5/12/2016,0,0,1383
2022484408,4/12/2016,11875,8.340000153,2390
2022484408,4/13/2016,12024,8.5,2601
2022484408,4/14/2016,10690,7.5,2312
2022484408,4/15/2016,11034,8.029999733,2525
2022484408,4/16/2016,10100,7.090000153,2177
2022484408,4/17/2016,15112,11.39999962,2782
2022484408,4/18/2016,14131,10.06999969,2770
2022484408,4/19/2016,11548,8.529999733,2489
2022484408,4/20/2016,15112,10.67000008,2897
2022484408,4/21/2016,12453,8.739999771,3158
2022484408,4/22/2016,12954,9.329999924,2638
2022484408,4/23/2016,6001,4.210000038,2069
2022484408,4/24/2016,13481,10.27999973,2529
2022484408,4/25/2016,11369,8.010000229,2470
2022484408,4/26/2016,10119,7.190000057,2793
2022484408,4/27/2016,10159,7.130000114,2463
2022484408,4/28/2016,10140,7.119999886,2296
2022484408,4/29/2016,10245,7.190000057,2611
2022484408,4/30/2016,18387,12.90999985,2732
2022484408,5/1/2016,10538,7.400000095,2380
2022484408,5/2/2016,10379,7.289999962,2473
2022484408,5/3/2016,12183,8.739999771,2752
2022484408,5/4/2016,11768,8.289999962,2649
2022484408,5/5/2016,11895,8.350000381,2609
2022484408,5/6/2016,10227,7.179999828,2498
2022484408,5/7/2016,6708,4.710000038,1995
2022484408,5/8/2016,3292,2.309999943,1848
2022484408,5/9/2016,13379,9.390000343,2709
2022484408,5/10/2016,12798,8.979999542,2797
2022484408,5/11/2016,13272,9.319999695,2544
2022484408,5/12/2016,9117,6.409999847,1853
2026352035,4/12/2016,4414,2.74000001,1459
2026352035,4/13/2016,4993,3.099999905,1521
2026352035,4/14/2016,3335,2.069999933,1431
2026352035,4/15/2016,3821,2.369999886,1444
2026352035,4/16/2016,2547,1.580000043,1373
2026352035,4/17/2016,838,0.519999981,1214
2026352035,4/18/2016,3325,2.059999943,1419
2026352035,4/19/2016,2424,1.5,1356
2026352035,4/20/2016,7222,4.480000019,1667
2026352035,4/21/2016,2467,1.529999971,1370
2026352035,4/22/2016,2915,1.809999943,1399
2026352035,4/23/2016,12357,7.710000038,1916
2026352035,4/24/2016,3490,2.160000086,1401
2026352035,4/25/2016,6017,3.730000019,1576
2026352035,4/26/2016,5933,3.680000067,1595
2026352035,4/27/2016,6088,3.769999981,1593
2026352035,4/28/2016,6375,3.950000048,1649
2026352035,4/29/2016,7604,4.710000038,1692
2026352035,4/30/2016,4729,2.930000067,1506
2026352035,5/1/2016,3609,2.279999971,1447
2026352035,5/2/2016,7018,4.349999905,1690
2026352035,5/3/2016,5992,3.720000029,1604
2026352035,5/4/2016,6564,4.070000172,1658
2026352035,5/5/2016,12167,7.539999962,1926
2026352035,5/6/2016,8198,5.079999924,1736
2026352035,5/7/2016,4193,2.599999905,1491
2026352035,5/8/2016,5528,3.450000048,1555
2026352035,5/9/2016,10685,6.619999886,1869
2026352035,5/10/2016,254,0.159999996,1141
2026352035,5/11/2016,8580,5.320000172,1698
2026352035,5/12/2016,8891,5.510000229,1364
2320127002,4/12/2016,10725,7.489999771,2124
2320127002,4/13/2016,7275,4.900000095,2003
2320127002,4/14/2016,3973,2.680000067,1696
2320127002,4/15/2016,5205,3.50999999,1801
2320127002,4/16/2016,5057,3.410000086,1724
2320127002,4/17/2016,6198,4.179999828,1852
2320127002,4/18/2016,6559,4.420000076,1905
2320127002,4/19/2016,5997,4.039999962,1811
2320127002,4/20/2016,7192,4.849999905,1922
2320127002,4/21/2016,3404,2.289999962,1610
2320127002,4/22/2016,5583,3.75999999,1851
2320127002,4/23/2016,5079,3.420000076,1804
2320127002,4/24/2016,4165,2.809999943,1725
2320127002,4/25/2016,3588,2.420000076,1654
2320127002,4/26/2016,3409,2.299999952,1632
2320127002,4/27/2016,1715,1.159999967,1481
2320127002,4/28/2016,1532,1.029999971,1473
2320127002,4/29/2016,924,0.620000005,1410
2320127002,4/30/2016,4571,3.079999924,1779
2320127002,5/1/2016,772,0.519999981,1403
2320127002,5/2/2016,3634,2.450000048,1613
2320127002,5/3/2016,7443,5.019999981,1878
2320127002,5/4/2016,1201,0.810000002,1426
2320127002,5/5/2016,5202,3.50999999,1780
2320127002,5/6/2016,4878,3.289999962,1742
2320127002,5/7/2016,7379,4.96999979,1972
2320127002,5/8/2016,5161,3.480000019,1821
2320127002,5/9/2016,3090,2.079999924,1630
2320127002,5/10/2016,6227,4.199999809,1899
2320127002,5/11/2016,6424,4.329999924,1903
2320127002,5/12/2016,2661,1.789999962,1125
2347167796,4/12/2016,10113,6.829999924,2344
2347167796,4/13/2016,10352,7.010000229,2038
2347167796,4/14/2016,10129,6.699999809,2010
2347167796,4/15/2016,10465,6.920000076,2133
2347167796,4/16/2016,22244,15.07999992,2670
2347167796,4/17/2016,5472,3.619999886,1882
2347167796,4/18/2016,8247,5.449999809,1944
2347167796,4/19/2016,6711,4.440000057,2346
2347167796,4/20/2016,10999,7.269999981,2198
2347167796,4/21/2016,10080,6.75,2048
2347167796,4/22/2016,7804,5.159999847,1946
2347167796,4/23/2016,16901,11.36999989,2629
2347167796,4/24/2016,9471,6.260000229,2187
2347167796,4/25/2016,9482,6.380000114,2095
2347167796,4/26/2016,5980,3.950000048,1861
2347167796,4/27/2016,11423,7.579999924,2194
2347167796,4/28/2016,5439,3.599999905,1854
2347167796,4/29/2016,42,0.029999999,403
2873212765,4/12/2016,8796,5.909999847,1982
2873212765,4/13/2016,7618,5.119999886,2004
2873212765,4/14/2016,7910,5.320000172,1893
2873212765,4/15/2016,8482,5.699999809,2063
2873212765,4/16/2016,9685,6.650000095,2148
2873212765,4/17/2016,2524,1.700000048,1529
2873212765,4/18/2016,7762,5.239999771,1890
2873212765,4/19/2016,7948,5.369999886,1956
2873212765,4/20/2016,9202,6.300000191,2094
2873212765,4/21/2016,8859,5.980000019,1970
2873212765,4/22/2016,7286,4.900000095,2241
2873212765,4/23/2016,9317,6.349999905,2021
2873212765,4/24/2016,6873,4.679999828,1898
2873212765,4/25/2016,7373,4.949999809,1907
2873212765,4/26/2016,8242,5.539999962,1882
2873212765,4/27/2016,3516,2.359999895,1966
2873212765,4/28/2016,7913,5.409999847,1835
2873212765,4/29/2016,7365,4.949999809,1780
2873212765,4/30/2016,8452,5.679999828,1830
2873212765,5/1/2016,7399,4.96999979,1739
2873212765,5/2/2016,7525,5.059999943,1878
2873212765,5/3/2016,7412,4.980000019,1906
2873212765,5/4/2016,8278,5.559999943,2015
2873212765,5/5/2016,8314,5.610000134,1971
2873212765,5/6/2016,7063,4.75,1910
2873212765,5/7/2016,4940,3.380000114,1897
2873212765,5/8/2016,8168,5.539999962,2096
2873212765,5/9/2016,7726,5.190000057,1906
2873212765,5/10/2016,8275,5.559999943,1962
2873212765,5/11/2016,6440,4.329999924,1826
2873212765,5/12/2016,7566,5.110000134,1431
3372868164,4/12/2016,4747,3.24000001,1788
3372868164,4/13/2016,9715,6.630000114,2093
3372868164,4/14/2016,8844,6.03000021,2065
3372868164,4/15/2016,7451,5.079999924,1908
3372868164,4/16/2016,6905,4.730000019,1908
3372868164,4/17/2016,8199,5.880000114,1964
3372868164,4/18/2016,6798,4.639999866,2014
3372868164,4/19/2016,7711,5.260000229,1985
3372868164,4/20/2016,4880,3.329999924,1867
3372868164,4/21/2016,8857,6.070000172,2124
3372868164,4/22/2016,3843,2.619999886,1669
3372868164,4/23/2016,7396,5.070000172,1995
3372868164,4/24/2016,6731,4.590000153,1921
3372868164,4/25/2016,5995,4.090000153,2010
3372868164,4/26/2016,8283,5.789999962,2057
3372868164,4/27/2016,7904,5.420000076,2095
3372868164,4/28/2016,5512,3.75999999,1972
3372868164,4/29/2016,9135,6.230000019,2044
3372868164,4/30/2016,5250,3.579999924,1946
3372868164,5/1/2016,3077,2.099999905,1237
3977333714,4/12/2016,8856,5.980000019,1450
3977333714,4/13/2016,10035,6.710000038,1495
3977333714,4/14/2016,7641,5.110000134,1433
3977333714,4/15/2016,9010,6.059999943,1468
3977333714,4/16/2016,13459,9,1625
3977333714,4/17/2016,10415,6.96999979,1529
3977333714,4/18/2016,11663,7.800000191,1584
3977333714,4/19/2016,12414,8.779999733,1638
3977333714,4/20/2016,11658,7.829999924,1554
3977333714,4/21/2016,6093,4.079999924,1397
3977333714,4/22/2016,8911,5.960000038,1481
3977333714,4/23/2016,12058,8.069999695,1638
3977333714,4/24/2016,14112,10,1655
3977333714,4/25/2016,11177,8.479999542,1570
3977333714,4/26/2016,11388,7.619999886,1551
3977333714,4/27/2016,7193,5.039999962,1377
3977333714,4/28/2016,7114,4.880000114,1407
3977333714,4/29/2016,10645,7.75,1545
3977333714,4/30/2016,13238,9.199999809,1650
3977333714,5/1/2016,10414,7.070000172,1501
3977333714,5/2/2016,16520,11.05000019,1760
3977333714,5/3/2016,14335,9.590000153,1710
3977333714,5/4/2016,13559,9.43999958,1628
3977333714,5/5/2016,12312,8.579999924,1618
3977333714,5/6/2016,11677,8.279999733,1590
3977333714,5/7/2016,11550,7.730000019,1574
3977333714,5/8/2016,13585,9.090000153,1633
3977333714,5/9/2016,14687,10.07999992,1667
3977333714,5/10/2016,13072,8.779999733,1630
3977333714,5/11/2016,746,0.5,52
4020332650,4/12/2016,8539,6.119999886,3654
4020332650,4/13/2016,0,0,1981
4020332650,4/14/2016,108,0.079999998,2011
4020332650,4/15/2016,1882,1.350000024,2951
4020332650,4/16/2016,1982,1.419999957,3051
4020332650,4/17/2016,16,0.01,1990
4020332650,4/18/2016,62,0.039999999,1995
4020332650,4/19/2016,0,0,1980
4020332650,4/20/2016,0,0,1980
4020332650,4/21/2016,0,0,1980
4020332650,4/22/2016,0,0,1980
4020332650,4/23/2016,0,0,1980
4020332650,4/24/2016,0,0,1980
4020332650,4/25/2016,0,0,1980
4020332650,4/26/2016,0,0,1980
4020332650,4/27/2016,0,0,1980
4020332650,4/28/2016,0,0,1980
4020332650,4/29/2016,0,0,1980
4020332650,4/30/2016,0,0,1980
4020332650,5/1/2016,0,0,1980
4020332650,5/2/2016,475,0.340000004,2207
4020332650,5/3/2016,4496,3.220000029,2828
4020332650,5/4/2016,10252,7.349999905,3879
4020332650,5/5/2016,11728,8.430000305,3429
4020332650,5/6/2016,4369,3.130000114,2704
4020332650,5/7/2016,6132,4.400000095,2975
4020332650,5/8/2016,5862,4.199999809,3089
4020332650,5/9/2016,4556,3.269999981,2785
4020332650,5/10/2016,5546,3.980000019,2926
4020332650,5/11/2016,3689,2.650000095,2645
4020332650,5/12/2016,590,0.419999987,1120
4057192912,4/12/2016,5394,4.03000021,2286
4057192912,4/13/2016,5974,4.46999979,2306
4057192912,4/14/2016,0,0,1776
4057192912,4/15/2016,3984,2.950000048,1527
4319703577,4/12/2016,7753,5.199999809,2115
4319703577,4/13/2016,8204,5.5,2135
4319703577,4/14/2016,10210,6.880000114,2302
4319703577,4/15/2016,5664,3.799999952,1985
4319703577,4/16/2016,4744,3.180000067,1884
4319703577,4/17/2016,29,0.02,1464
4319703577,4/18/2016,2276,1.549999952,1632
4319703577,4/19/2016,8925,5.989999771,2200
4319703577,4/20/2016,8954,6.010000229,2220
4319703577,4/21/2016,3702,2.480000019,1792
4319703577,4/22/2016,4500,3.019999981,1886
4319703577,4/23/2016,4935,3.309999943,1945
4319703577,4/24/2016,4081,2.74000001,1880
4319703577,4/25/2016,9259,6.210000038,2314
4319703577,4/26/2016,9899,6.639999866,2236
4319703577,4/27/2016,10780,7.230000019,2324
4319703577,4/28/2016,10817,7.28000021,2367
4319703577,4/29/2016,7990,5.360000134,2175
4319703577,4/30/2016,8221,5.519999981,2092
4319703577,5/1/2016,1251,0.839999974,1593
4319703577,5/2/2016,9261,6.239999771,2270
4319703577,5/3/2016,9648,6.46999979,2235
4319703577,5/4/2016,10429,7.019999981,2282
4319703577,5/5/2016,13658,9.489999771,2530
4319703577,5/6/2016,9524,6.420000076,2266
4319703577,5/7/2016,7937,5.329999924,2158
4319703577,5/8/2016,3672,2.460000038,1792
4319703577,5/9/2016,10378,6.960000038,2345
4319703577,5/10/2016,9487,6.369999886,2260
4319703577,5/11/2016,9129,6.130000114,2232
4319703577,5/12/2016,17,0.01,257
4388161847,4/12/2016,10122,7.78000021,2955
4388161847,4/13/2016,10993,8.449999809,3092
4388161847,4/14/2016,8863,6.820000172,2998
4388161847,4/15/2016,8758,6.730000019,3066
4388161847,4/16/2016,6580,5.059999943,3073
4388161847,4/17/2016,4660,3.579999924,2572
4388161847,4/18/2016,11009,9.100000381,3274
4388161847,4/19/2016,10181,7.829999924,3015
4388161847,4/20/2016,10553,8.119999886,3083
4388161847,4/21/2016,10055,7.730000019,3069
4388161847,4/22/2016,12139,9.340000153,3544
4388161847,4/23/2016,13236,10.18000031,3306
4388161847,4/24/2016,10243,7.880000114,2885
4388161847,4/25/2016,12961,9.970000267,3288
4388161847,4/26/2016,9461,7.28000021,2929
4388161847,4/27/2016,11193,8.609999657,3074
4388161847,4/28/2016,10074,7.75,2969
4388161847,4/29/2016,9232,7.099999905,2979
4388161847,4/30/2016,12533,9.640000343,3283
4388161847,5/1/2016,10255,7.889999866,2926
4388161847,5/2/2016,10096,8.399999619,3147
4388161847,5/3/2016,12727,9.789999962,3290
4388161847,5/4/2016,12375,9.520000458,3162
4388161847,5/5/2016,9603,7.380000114,2899
4388161847,5/6/2016,13175,10.13000011,3425
4388161847,5/7/2016,22770,17.54000092,4022
4388161847,5/8/2016,17298,14.38000011,3934
4388161847,5/9/2016,10218,7.860000134,3013
4388161847,5/10/2016,10299,7.920000076,3061
4388161847,5/11/2016,10201,7.840000153,2954
4388161847,5/12/2016,3369,2.589999914,1623
4445114986,4/12/2016,3276,2.200000048,2113
4445114986,4/13/2016,2961,1.99000001,2095
4445114986,4/14/2016,3974,2.670000076,2194
4445114986,4/15/2016,7198,4.829999924,2496
4445114986,4/16/2016,3945,2.650000095,2180
4445114986,4/17/2016,2268,1.519999981,1933
4445114986,4/18/2016,6155,4.239999771,2248
4445114986,4/19/2016,2064,1.389999986,1954
4445114986,4/20/2016,2072,1.389999986,1974
4445114986,4/21/2016,3809,2.559999943,2150
4445114986,4/22/2016,6831,4.579999924,2432
4445114986,4/23/2016,4363,2.930000067,2149
4445114986,4/24/2016,5002,3.359999895,2247
4445114986,4/25/2016,3385,2.269999981,2070
4445114986,4/26/2016,6326,4.409999847,2291
4445114986,4/27/2016,7243,5.03000021,2361
4445114986,4/28/2016,4493,3.00999999,2203
4445114986,4/29/2016,4676,3.140000105,2196
4445114986,4/30/2016,6222,4.179999828,2363
4445114986,5/1/2016,5232,3.50999999,2246
4445114986,5/2/2016,6910,4.75,2336
4445114986,5/3/2016,7502,5.179999828,2421
4445114986,5/4/2016,2923,1.960000038,2070
4445114986,5/5/2016,3800,2.549999952,2120
4445114986,5/6/2016,4514,3.029999971,2211
4445114986,5/7/2016,5183,3.589999914,2123
4445114986,5/8/2016,7303,4.900000095,2423
4445114986,5/9/2016,5275,3.539999962,2281
